202,"veoauto-mootor"
203,"veoauto-radiaator"
233,"veoauto-veepump"
234,"veoauto-rihm"
249,"veoauto-laager"
254,"veoauto-sidur"
255,"veoauto-pidur"
258,"veoauto-elekter"
259,"veoauto-amort"
260,"veoauto-sumbutaja"
261,"veoauto-pneumaatika"
262,"veoauto-sillaosad"
263,"veoauto-rool"
283,"veoauto-swf"
297,"veoauto-rehv"
310,"veoauto-tõstuk"
310,"veoauto-tõstuk"
369,"veoauto-kere"
370,"veoauto-tarvik"
